Year,Team,off_G,off_PA,off_HR,off_R,off_RBI,off_SB,off_BB%,off_K%,off_ISO,off_BABIP,off_AVG,off_OBP,off_SLG,off_wOBA,off_wRC+,off_BsR,off_Off,off_Def,off_WAR,pit_W,pit_L,pit_SV,pit_G,pit_GS,pit_IP,pit_R,pit_K/9,pit_BB/9,pit_HR/9,pit_BABIP,pit_LOB%,pit_GB%,pit_HR/FB,pit_ERA,pit_FIP,pit_xFIP,pit_WAR,def_Inn,def_rSB,def_rGDP,def_rARM,def_rGFP,def_rPM,def_DRS,def_BIZ,def_Plays,def_RZR,def_OOZ,def_CPP,def_RPP,def_TZL,def_FSR,def_ARM,def_DPR,def_RngR,def_ErrR,def_UZR,def_UZR/150,def_Def,lgID,teamID,G,W,L,DivWin,WCWin,LgWin,WSWin,playoffs
1943,Red Sox,1737,6010,57,563,511,86,0.081,0.098,0.089,0.265,0.244,0.308,0.332,0.31,86,-7.3,-99.4,35.5,13.7,68,84,16,295,155,1426.1,607,3.24,3.88,0.38,0.268,0.727,,,3.45,3.57,,10.5,,,,,,,,,,,,,,,,,,,,,,,AL,Red Sox,155,68,84,,,N,N,False
1989,Brewers,1667,6085,126,707,660,165,0.075,0.13,0.124,0.28,0.259,0.318,0.382,0.316,97,6.5,-17.7,-56.4,13.7,81,81,45,453,162,1432.1,679,5.1,2.87,0.81,0.285,0.718,,,3.8,3.82,,12.7,,,,,,,,,,,,,,,,,,,,,,,AL,ML4,162,81,81,N,,N,N,False
1917,Orioles,1790,5692,15,511,425,157,0.071,0.095,0.07,0.272,0.246,0.305,0.315,0.304,91,2.1,-51.3,-6.3,13.6,57,97,12,298,155,1385.1,675,2.79,3.49,0.12,0.274,0.653,,,3.2,3.06,,5.8,,,,,,,,,,,,,,,,,,,,,,,AL,SLA,155,57,97,,,N,N,False
2010,Dodgers,2310,6140,120,667,621,92,0.087,0.193,0.127,0.299,0.252,0.322,0.379,0.309,92,1.3,-60.6,1.1,13.6,80,81,41,632,161,1432.2,683,7.96,3.35,0.84,0.287,0.711,0.447,8.7 %,4.0,3.76,3.86,17.1,12975.0,2.0,-7.0,-12.0,-5.0,-39.0,-66.0,2197.0,1840.0,0.838,372.0,64.0,0.3,,-10.0,-8.1,-5.8,-19.4,-2.7,-36.1,-7.2,-33.8,NL,LAN,162,80,82,N,N,N,N,False
1994,Marlins,1561,4387,94,468,451,65,0.08,0.17,0.13,0.305,0.266,0.33,0.396,0.32,90,1.7,-57.7,49.5,13.6,51,64,30,415,115,1014.2,576,5.76,3.8,1.06,0.293,0.702,,,4.51,4.77,,4.1,,,,,,,,,,,,,,,,,,,,,,,NL,FLO,115,51,64,,,,,False
1998,Devil Rays/Rays,1982,6157,111,620,579,120,0.077,0.18,0.123,0.306,0.261,0.321,0.385,0.312,83,-7.8,-147.4,71.3,13.6,63,99,28,572,162,1443.0,751,6.29,4.01,1.07,0.287,0.732,,,4.35,4.79,,10.8,,,,,,,,,,,,,,,,,,,,,,,AL,TBA,162,63,99,N,N,N,N,False
2005,Dodgers,2351,6134,149,685,653,58,0.088,0.178,0.142,0.29,0.253,0.326,0.395,0.317,91,-21.4,-93.4,29.0,13.6,71,91,40,620,162,1427.1,755,6.33,2.97,1.15,0.285,0.708,0.459,12.0 %,4.38,4.4,4.2,11.3,12846.0,-5.0,-5.0,5.0,0.0,20.0,12.0,2659.0,2024.0,0.761,357.0,,,,,6.2,-1.3,0.0,-5.0,-0.2,1.1,-12.2,NL,LAN,162,71,91,N,N,N,N,False
1967,Indians,2061,6037,131,559,514,53,0.068,0.163,0.124,0.263,0.235,0.293,0.359,0.295,93,-9.7,-53.4,10.5,13.6,75,87,27,398,162,1477.2,613,7.24,3.4,0.73,0.268,0.735,,,3.25,3.19,,17.0,,,,,,,,,,,,,,,,,,,,,,,AL,Indians,162,75,87,,,N,N,False
1983,Reds,2134,6059,107,623,577,154,0.097,0.166,0.118,0.274,0.239,0.314,0.356,0.301,82,-0.6,-125.9,62.0,13.6,74,88,29,433,162,1441.1,710,5.83,3.92,0.84,0.276,0.714,,,4.01,4.02,,9.8,,,,,,,,,,,,,,,,,,,,,,,NL,Reds,162,74,88,N,,N,N,False
2011,Rockies,2348,6275,163,735,697,118,0.088,0.191,0.152,0.3,0.258,0.329,0.41,0.324,88,-1.8,-92.5,25.6,13.5,73,89,41,679,162,1447.2,774,6.95,3.25,1.09,0.298,0.706,0.461,11.6 %,4.44,4.24,3.98,12.2,13029.0,6.0,2.0,-7.0,-6.0,31.0,29.0,2223.0,1858.0,0.836,458.0,64.0,-6.0,,25.0,-3.0,4.2,-18.9,9.9,-7.8,-1.3,-5.8,NL,Rockies,162,73,89,N,N,N,N,False
1942,Reds,1655,5858,66,527,488,42,0.083,0.093,0.09,0.248,0.231,0.299,0.321,0.299,84,5.8,-98.0,61.7,13.5,76,76,8,269,154,1411.2,545,3.93,3.35,0.3,0.248,0.717,,,2.82,3.14,,17.4,,,,,,,,,,,,,,,,,,,,,,,NL,Reds,154,76,76,,,N,N,False
2002,Orioles,2217,6096,165,667,636,110,0.074,0.163,0.157,0.271,0.246,0.309,0.403,0.311,90,-1.2,-77.5,5.0,13.5,67,95,31,569,162,1450.2,773,6.0,3.41,1.29,0.286,0.733,0.455,13.2 %,4.46,4.74,4.37,8.8,13056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.3,-1.3,4.4,16.9,20.3,2.6,20.3,AL,Orioles,162,67,95,N,N,N,N,False
1993,Reds,2223,6164,137,722,669,142,0.079,0.166,0.132,0.299,0.264,0.324,0.396,0.319,91,5.2,-65.3,-17.3,13.5,73,89,37,537,162,1434.0,785,6.25,3.19,0.99,0.3,0.694,,,4.51,4.19,,13.5,,,,,,,,,,,,,,,,,,,,,,,NL,Reds,162,73,89,N,,N,N,False
1990,Royals,1754,6099,100,707,660,107,0.082,0.144,0.128,0.299,0.267,0.328,0.395,0.325,102,-5.4,10.3,-75.9,13.5,75,86,33,473,161,1420.2,709,6.37,3.55,0.73,0.299,0.711,,,3.93,3.73,,13.9,,,,,,,,,,,,,,,,,,,,,,,AL,KCA,161,75,86,N,,N,N,False
2006,Rockies,2306,6348,157,813,761,85,0.088,0.175,0.163,0.31,0.27,0.341,0.433,0.333,87,-2.7,-111.8,39.3,13.5,76,86,34,661,162,1447.1,812,5.92,3.44,0.96,0.304,0.695,0.457,9.6 %,4.66,4.51,4.68,17.3,13026.0,4.0,10.0,10.0,5.0,-5.0,23.0,2501.0,2059.0,0.823,390.0,,,,,14.8,8.8,-44.1,10.2,-10.3,1.8,-5.3,NL,Rockies,162,76,86,N,N,N,N,False
2010,Angels,2236,6089,155,681,656,104,0.077,0.176,0.142,0.281,0.248,0.311,0.39,0.31,94,-8.8,-54.2,-23.7,13.5,80,82,39,572,162,1449.1,702,7.02,3.51,0.92,0.292,0.729,0.426,8.5 %,4.04,4.11,4.24,13.5,13044.0,-3.0,-4.0,3.0,2.0,-8.0,-14.0,2317.0,1920.0,0.829,458.0,81.0,-3.7,,-27.0,11.9,-2.6,-3.1,-7.1,-0.9,1.6,-11.6,AL,LAA,162,80,82,N,N,N,N,False
1977,Giants,2183,6216,134,673,624,90,0.091,0.135,0.129,0.275,0.253,0.323,0.383,0.313,90,-1.4,-78.0,8.3,13.5,75,87,33,474,162,1459.0,711,5.27,3.26,0.7,0.292,0.709,,,3.76,3.73,,15.0,,,,,,,,,,,,,,,,,,,,,,,NL,SFN,162,75,87,N,,N,N,False
1983,Rangers,1719,6162,106,639,587,119,0.072,0.124,0.112,0.277,0.255,0.31,0.366,0.304,87,-0.9,-96.1,26.0,13.5,77,85,32,353,163,1466.2,609,5.07,2.89,0.6,0.276,0.732,,,3.31,3.53,,22.1,,,,,,,,,,,,,,,,,,,,,,,AL,Rangers,163,77,85,N,,N,N,False
1978,Indians,1787,6013,106,638,596,63,0.081,0.116,0.118,0.281,0.261,0.323,0.379,0.319,97,-10.1,-27.8,-40.4,13.5,69,90,28,373,159,1407.1,694,4.73,3.63,0.64,0.28,0.701,,,3.99,3.73,,15.9,,,,,,,,,,,,,,,,,,,,,,,AL,Indians,159,69,90,N,,N,N,False
1977,Tigers,1674,6173,166,714,676,60,0.073,0.123,0.146,0.278,0.264,0.318,0.41,0.322,94,-2.2,-44.1,-32.3,13.4,74,88,23,360,162,1457.0,751,4.84,2.9,1.0,0.284,0.708,,,4.13,4.12,,16.1,,,,,,,,,,,,,,,,,,,,,,,AL,Tigers,162,74,88,N,,N,N,False
2005,Pirates,2289,6221,139,680,656,73,0.076,0.176,0.141,0.297,0.259,0.322,0.4,0.315,89,-5.0,-91.3,22.8,13.4,67,95,35,613,162,1436.0,769,6.0,3.84,1.02,0.29,0.716,0.439,10.3 %,4.44,4.57,4.6,7.2,12924.0,-1.0,10.0,-11.0,3.0,19.0,23.0,2724.0,2024.0,0.743,332.0,,,,,-16.8,8.0,0.7,-2.7,-10.8,-3.7,-8.8,NL,Pirates,162,67,95,N,N,N,N,False
1935,Reds,1792,5798,73,646,605,72,0.068,0.094,0.113,0.284,0.265,0.319,0.378,0.322,89,12.6,-72.1,11.0,13.4,68,85,13,315,154,1356.0,772,3.32,2.91,0.43,0.291,0.635,,,4.3,3.97,,12.3,,,,,,,,,,,,,,,,,,,,,,,NL,Reds,154,68,85,,,N,N,False
1921,Reds,1601,5727,20,618,560,117,0.065,0.054,0.092,0.293,0.278,0.333,0.37,0.328,90,-12.8,-87.7,26.6,13.4,70,83,9,248,153,1363.0,648,2.69,2.01,0.24,0.295,0.663,,,3.46,3.56,,15.8,,,,,,,,,,,,,,,,,,,,,,,NL,Reds,153,70,83,,,N,N,False
1921,Cubs,1724,5907,37,668,609,70,0.058,0.063,0.086,0.309,0.292,0.339,0.378,0.334,89,-11.2,-94.4,26.9,13.4,64,89,7,273,151,1363.0,775,2.91,2.7,0.44,0.309,0.653,,,4.39,4.08,,10.7,,,,,,,,,,,,,,,,,,,,,,,NL,CHN,153,64,89,,,N,N,False
1961,Red Sox,1972,6307,112,729,682,56,0.103,0.134,0.12,0.281,0.254,0.334,0.374,0.319,86,-1.4,-112.9,49.5,13.4,76,86,30,394,163,1442.2,792,5.18,4.24,1.04,0.279,0.711,,,4.29,4.37,,12.3,,,,,,,,,,,,,,,,,,,,,,,AL,Red Sox,163,76,86,,,N,N,False
1968,Mets,1993,6027,81,473,434,72,0.063,0.2,0.087,0.276,0.228,0.281,0.315,0.273,80,-0.2,-117.9,36.6,13.4,73,89,32,375,163,1483.1,499,6.15,2.61,0.53,0.261,0.765,,,2.72,2.74,,16.5,,,,,,,,,,,,,,,,,,,,,,,NL,NYN,163,73,89,,,N,N,False
1920,Braves,1650,5802,23,521,456,88,0.066,0.084,0.078,0.284,0.26,0.315,0.339,0.311,91,-4.8,-63.8,7.8,13.4,62,90,6,226,153,1386.1,670,2.39,2.69,0.25,0.285,0.669,,,3.54,3.56,,6.7,,,,,,,,,,,,,,,,,,,,,,,NL,BSN,153,62,90,,,N,N,False
1917,Yankees,1648,5858,27,524,445,136,0.085,0.091,0.07,0.262,0.239,0.31,0.308,0.305,89,-3.8,-73.5,12.2,13.4,71,82,6,248,155,1411.1,558,3.64,2.72,0.18,0.278,0.696,,,2.66,2.69,,15.7,,,,,,,,,,,,,,,,,,,,,,,AL,NYA,155,71,82,,,N,N,False
1917,Dodgers,1650,5776,25,510,429,130,0.058,0.091,0.074,0.271,0.247,0.296,0.322,0.301,89,-2.8,-68.9,5.3,13.3,70,81,9,237,156,1421.1,566,3.69,2.56,0.2,0.263,0.692,,,2.78,2.68,,12.3,,,,,,,,,,,,,,,,,,,,,,,NL,BRO,156,70,81,,,N,N,False
1967,Dodgers,2093,6103,82,519,465,56,0.079,0.144,0.096,0.266,0.236,0.301,0.332,0.286,90,-2.5,-72.4,-17.1,13.3,73,89,24,391,162,1473.0,595,5.91,2.4,0.57,0.286,0.73,,,3.21,2.92,,15.8,,,,,,,,,,,,,,,,,,,,,,,NL,LAN,162,73,89,,,N,N,False
1954,Reds,1946,5968,147,728,685,47,0.093,0.108,0.144,0.272,0.262,0.333,0.406,0.339,89,1.8,-84.1,25.9,13.3,74,80,27,389,154,1367.1,763,3.53,3.6,1.11,0.281,0.713,,,4.5,4.5,,8.6,,,,,,,,,,,,,,,,,,,,,,,NL,Reds,154,74,80,,,N,N,False
1994,Mariners,1204,4361,153,569,549,48,0.085,0.15,0.182,0.287,0.269,0.335,0.451,0.339,99,0.5,-4.7,-7.1,13.3,49,63,21,364,112,984.0,616,6.98,4.45,1.0,0.311,0.672,,,5.01,4.59,,11.9,,,,,,,,,,,,,,,,,,,,,,,AL,Mariners,112,49,63,,,,,False
1923,Orioles,1663,5965,82,687,613,64,0.074,0.071,0.117,0.295,0.282,0.34,0.399,0.345,88,3.2,-93.9,33.9,13.3,74,78,10,280,151,1373.1,719,3.2,3.46,0.39,0.283,0.669,,,3.93,4.04,,16.4,,,,,,,,,,,,,,,,,,,,,,,AL,SLA,154,74,78,,,N,N,False
1966,Cubs,2047,6208,140,644,603,76,0.074,0.161,0.127,0.285,0.254,0.314,0.381,0.307,89,0.5,-82.9,-6.8,13.3,59,103,24,447,162,1458.0,809,5.6,2.96,1.14,0.284,0.687,,,4.33,3.99,,8.7,,,,,,,,,,,,,,,,,,,,,,,NL,CHN,162,59,103,,,N,N,False
2012,Royals,2249,6149,131,676,643,132,0.066,0.168,0.135,0.302,0.265,0.317,0.4,0.311,94,-9.3,-52.7,-24.7,13.3,72,90,44,662,162,1451.1,746,7.3,3.36,1.01,0.311,0.724,0.432,10.5 %,4.3,4.18,4.29,13.5,13062.0,6.0,3.0,14.0,11.0,-25.0,10.0,2234.0,1827.0,0.818,442.0,68.0,0.9,,16.0,16.6,2.4,-31.8,-2.8,-15.5,0.4,-3.6,AL,KCA,162,72,90,N,N,N,N,False
1971,Astros,2034,6105,71,585,547,101,0.078,0.145,0.1,0.273,0.24,0.302,0.34,0.293,84,2.6,-106.1,30.8,13.3,79,83,25,407,162,1471.1,567,5.59,2.91,0.46,0.27,0.736,,,3.13,2.96,,20.6,,,,,,,,,,,,,,,,,,,,,,,NL,Astros,162,79,83,N,,N,N,False
1991,Mets,2141,6077,117,640,605,153,0.095,0.13,0.121,0.264,0.244,0.317,0.365,0.308,94,2.8,-41.8,-30.0,13.3,77,84,39,475,161,1437.1,646,6.44,2.57,0.68,0.29,0.707,,,3.56,3.31,,21.5,,,,,,,,,,,,,,,,,,,,,,,NL,NYN,161,77,84,N,,N,N,False
1961,Twins,2037,6156,167,707,665,47,0.097,0.136,0.147,0.266,0.25,0.326,0.397,0.323,90,-6.2,-80.7,19.9,13.2,70,90,23,378,161,1432.1,778,5.74,3.58,1.02,0.276,0.695,,,4.28,4.07,,16.5,,,,,,,,,,,,,,,,,,,,,,,AL,Twins,161,70,90,,,N,N,False
1966,Astros,1998,6162,112,609,570,90,0.08,0.143,0.111,0.284,0.255,0.318,0.366,0.303,93,3.4,-46.9,-45.4,13.2,72,90,26,424,163,1443.2,695,5.79,2.44,0.81,0.288,0.7,,,3.75,3.32,,15.3,,,,,,,,,,,,,,,,,,,,,,,NL,Astros,163,72,90,,,N,N,False
1997,Brewers,2085,6097,135,681,643,103,0.081,0.159,0.138,0.291,0.26,0.325,0.398,0.319,86,-2.7,-112.2,32.0,13.2,78,83,44,528,161,1427.1,742,6.41,3.42,1.12,0.287,0.722,,,4.23,4.57,,14.2,,,,,,,,,,,,,,,,,,,,,,,AL,ML4,161,78,83,N,N,N,N,False
2002,Expos/Nationals,2262,6250,162,735,695,118,0.092,0.177,0.157,0.298,0.261,0.334,0.418,0.326,93,-0.3,-58.5,-12.7,13.2,83,79,39,599,162,1453.0,718,6.74,3.15,1.02,0.295,0.729,0.472,11.5 %,3.98,4.08,3.97,16.6,13077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,15.4,-5.5,-47.3,-14.2,-51.6,-4.0,-51.6,NL,MON,162,83,79,N,N,N,N,False
1942,Braves,1800,5660,68,515,479,49,0.084,0.09,0.089,0.255,0.24,0.307,0.329,0.306,87,7.2,-71.6,35.1,13.2,58,89,8,312,150,1334.0,645,2.79,3.49,0.55,0.264,0.698,,,3.76,3.83,,5.3,,,,,,,,,,,,,,,,,,,,,,,NL,BSN,150,59,89,,,N,N,False
2007,Expos/Nationals,2528,6201,123,673,646,69,0.085,0.182,0.134,0.3,0.256,0.325,0.39,0.315,88,-10.8,-108.6,39.1,13.2,73,89,46,750,162,1446.2,783,5.79,3.61,1.16,0.286,0.72,0.397,9.6 %,4.58,4.92,4.93,4.4,13020.0,1.0,3.0,-9.0,-3.0,-7.0,-14.0,2492.0,2049.0,0.822,383.0,,,,,-8.3,4.0,21.1,-10.4,6.3,0.0,11.3,NL,WAS,162,73,89,N,N,N,N,False
1928,Dodgers,1813,5992,66,665,621,81,0.093,0.085,0.108,0.284,0.266,0.34,0.374,0.334,89,13.1,-75.8,20.9,13.2,77,76,15,296,155,1396.0,639,3.55,3.02,0.38,0.271,0.69,,,3.25,3.73,,18.5,,,,,,,,,,,,,,,,,,,,,,,NL,BRO,155,77,76,,,N,N,False
1943,Orioles,1707,5864,78,594,552,37,0.097,0.11,0.103,0.268,0.245,0.322,0.349,0.325,93,-10.6,-57.4,-11.6,13.2,72,80,14,283,153,1385.0,604,3.72,3.17,0.48,0.277,0.723,,,3.41,3.38,,15.0,,,,,,,,,,,,,,,,,,,,,,,AL,SLA,153,72,80,,,N,N,False
2005,Twins,2235,6192,134,688,644,102,0.078,0.158,0.132,0.291,0.259,0.323,0.391,0.312,89,-14.5,-96.1,18.6,13.2,83,79,44,558,162,1464.1,662,5.93,2.14,1.04,0.283,0.736,0.451,10.3 %,3.72,4.0,4.04,19.0,13179.0,3.0,10.0,2.0,-1.0,19.0,45.0,2729.0,2068.0,0.758,380.0,,,,,-0.2,4.0,28.2,-0.1,31.9,4.6,41.9,AL,Twins,162,83,79,N,N,N,N,False
1997,Cubs,2353,6098,127,687,642,116,0.074,0.164,0.133,0.3,0.263,0.321,0.396,0.315,83,-2.2,-137.5,76.5,13.2,68,94,37,603,162,1429.0,759,6.75,3.72,1.17,0.292,0.726,,,4.44,4.62,,9.3,,,,,,,,,,,,,,,,,,,,,,,NL,CHN,162,68,94,N,N,N,N,False
1959,Athletics,1941,5884,117,681,637,34,0.082,0.133,0.127,0.287,0.263,0.326,0.39,0.32,93,-0.8,-49.7,8.2,13.2,66,88,21,395,154,1360.2,760,4.65,3.25,0.98,0.285,0.69,,,4.35,4.11,,12.4,,,,,,,,,,,,,,,,,,,,,,,AL,KC1,154,66,88,,,N,N,False
1971,Cubs,1925,6126,128,637,603,44,0.086,0.126,0.12,0.278,0.258,0.325,0.378,0.319,90,-1.8,-71.4,-10.5,13.1,83,79,13,364,162,1444.0,648,5.61,2.56,0.82,0.287,0.729,,,3.61,3.3,,23.0,,,,,,,,,,,,,,,,,,,,,,,NL,CHN,162,83,79,N,,N,N,False
1955,Cardinals,2021,5855,143,654,608,64,0.078,0.102,0.138,0.27,0.261,0.321,0.4,0.322,89,-6.7,-86.0,51.2,13.1,68,86,15,428,154,1376.2,757,4.77,3.59,1.21,0.267,0.709,,,4.56,4.35,,10.0,,,,,,,,,,,,,,,,,,,,,,,NL,SLN,154,68,86,,,N,N,False
2014,Phillies,2282,6198,125,619,584,109,0.071,0.211,0.121,0.292,0.242,0.302,0.363,0.295,86,10.8,-85.3,21.0,13.1,73,89,40,623,162,1468.1,687,7.69,3.19,0.82,0.295,0.722,0.464,9.4 %,3.81,3.81,3.83,15.4,13215.0,4.0,-5.0,1.0,-9.0,-28.0,-34.0,2306.0,1916.0,0.831,459.0,86.0,4.8,,-23.0,-7.0,-8.2,-13.2,6.9,-21.6,-4.7,-13.7,NL,Phillies,162,73,89,N,N,N,N,False
2002,Padres,2372,6178,136,662,627,71,0.089,0.172,0.129,0.288,0.253,0.321,0.381,0.309,91,-12.4,-81.8,12.0,13.1,66,96,40,622,162,1436.1,815,6.94,3.65,1.11,0.306,0.705,0.444,11.8 %,4.66,4.37,4.22,8.9,12927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,5.0,0.2,-19.5,-7.2,-21.5,-2.0,-21.5,NL,SDN,162,66,96,N,N,N,N,False
1984,Braves,2075,6103,111,631,578,140,0.091,0.147,0.115,0.275,0.247,0.316,0.361,0.305,84,-5.8,-113.3,38.5,13.1,80,82,49,439,162,1447.0,655,5.34,3.27,0.76,0.278,0.727,,,3.57,3.8,,14.3,,,,,,,,,,,,,,,,,,,,,,,NL,Braves,162,80,82,N,,N,N,False
1918,White Sox,1283,4690,8,455,375,116,0.08,0.076,0.065,0.279,0.256,0.322,0.321,0.318,94,-2.0,-29.3,-6.5,13.1,57,67,8,192,124,1126.0,443,2.79,2.4,0.07,0.28,0.692,,,2.73,2.56,,14.6,,,,,,,,,,,,,,,,,,,,,,,AL,CHA,124,57,67,,,N,N,False
1985,Royals,1836,6095,154,687,657,128,0.078,0.138,0.149,0.271,0.252,0.313,0.401,0.315,93,4.7,-47.0,-25.6,13.1,91,71,41,378,162,1461.0,639,5.21,2.85,0.63,0.281,0.722,,,3.49,3.45,,24.8,,,,,,,,,,,,,,,,,,,,,,,AL,KCA,162,91,71,Y,,Y,Y,True
2009,Astros,2340,6040,142,643,616,113,0.074,0.164,0.14,0.293,0.26,0.319,0.4,0.315,89,-18.0,-99.0,36.0,13.1,74,88,39,659,162,1430.0,770,7.2,3.44,1.11,0.311,0.72,0.456,11.5 %,4.54,4.35,4.16,11.7,12870.0,2.0,4.0,11.0,12.0,-33.0,4.0,2276.0,1861.0,0.818,438.0,63.0,2.8,,3.0,12.7,2.7,-28.8,9.1,-4.3,1.6,5.5,NL,Astros,162,74,88,N,N,N,N,False
1994,Tigers,1205,4574,161,652,622,46,0.114,0.196,0.189,0.301,0.265,0.352,0.454,0.351,106,-5.2,32.4,-51.8,13.1,53,62,20,361,115,1017.2,671,4.95,3.97,1.31,0.292,0.67,,,5.39,5.32,,4.9,,,,,,,,,,,,,,,,,,,,,,,AL,Tigers,115,53,62,,,,,False
2011,Astros,2377,6150,95,615,579,118,0.065,0.189,0.116,0.308,0.258,0.311,0.374,0.301,88,-0.6,-89.1,21.7,13.1,56,106,25,665,162,1435.0,796,7.47,3.51,1.18,0.301,0.708,0.432,12.0 %,4.51,4.35,4.02,6.3,12915.0,-2.0,-3.0,7.0,18.0,-5.0,12.0,2208.0,1828.0,0.828,450.0,72.0,6.0,,-26.0,1.0,1.3,-11.7,-3.0,-12.4,-1.4,-14.3,NL,Astros,162,56,106,N,N,N,N,False
1975,Giants,2037,6186,84,659,606,99,0.098,0.125,0.106,0.286,0.259,0.333,0.365,0.321,91,2.7,-64.5,-13.8,13.1,80,81,24,420,161,1432.2,671,5.38,3.84,0.58,0.285,0.719,,,3.74,3.59,,13.0,,,,,,,,,,,,,,,,,,,,,,,NL,SFN,161,80,81,N,,N,N,False
1981,Royals,1089,3941,61,397,381,100,0.076,0.106,0.115,0.286,0.267,0.325,0.383,0.321,102,0.5,8.9,-8.5,13.0,50,53,24,230,103,922.1,405,3.94,2.66,0.73,0.269,0.727,,,3.56,3.73,,8.4,,,,,,,,,,,,,,,,,,,,,,,AL,KCA,103,50,53,Y,,N,N,True
1945,Orioles,1697,5866,63,597,557,25,0.085,0.095,0.091,0.269,0.249,0.316,0.341,0.317,87,-10.0,-95.7,37.6,13.0,81,70,8,264,154,1382.2,548,3.71,3.29,0.38,0.264,0.732,,,3.14,3.38,,17.3,,,,,,,,,,,,,,,,,,,,,,,AL,SLA,154,81,70,,,N,N,False
1933,Dodgers,1811,5872,62,617,566,82,0.068,0.077,0.095,0.278,0.263,0.316,0.359,0.316,94,15.3,-23.5,-24.7,13.0,65,88,10,290,157,1386.1,692,2.69,2.43,0.33,0.283,0.664,,,3.73,3.57,,11.7,,,,,,,,,,,,,,,,,,,,,,,NL,BRO,157,65,88,,,N,N,False
1995,Cardinals,1940,5349,107,563,533,79,0.082,0.172,0.127,0.283,0.247,0.314,0.374,0.306,83,-5.5,-121.9,71.5,13.0,62,81,38,520,143,1265.2,658,5.99,3.16,0.96,0.292,0.704,,,4.1,4.31,,9.3,,,,,,,,,,,,,,,,,,,,,,,NL,SLN,143,62,81,N,N,N,N,False
1935,Red Sox,1751,6058,69,717,660,91,0.101,0.078,0.116,0.292,0.276,0.353,0.392,0.347,90,-9.9,-94.9,23.5,13.0,78,75,11,292,154,1376.0,732,3.07,3.4,0.44,0.291,0.675,,,4.05,4.18,,19.9,,,,,,,,,,,,,,,,,,,,,,,AL,Red Sox,154,78,75,,,N,N,False
2005,Giants,2360,6077,128,649,617,71,0.071,0.148,0.135,0.29,0.261,0.319,0.396,0.312,86,-13.9,-121.6,53.1,13.0,75,87,46,673,162,1444.1,745,6.06,3.69,0.94,0.289,0.716,0.422,9.0 %,4.35,4.35,4.59,11.7,12999.0,4.0,-4.0,-8.0,0.0,-3.0,-8.0,2709.0,2037.0,0.752,372.0,,,,,-11.4,-7.9,32.9,1.1,14.7,-1.0,24.7,NL,SFN,162,75,87,N,N,N,N,False
1951,Pirates,2047,5970,137,689,648,29,0.093,0.103,0.139,0.271,0.258,0.331,0.398,0.338,90,-0.8,-77.3,4.7,13.0,64,90,22,381,155,1380.1,845,3.78,4.09,1.02,0.279,0.674,,,4.78,4.55,,8.9,,,,,,,,,,,,,,,,,,,,,,,NL,Pirates,155,64,90,,,N,N,False
1963,Indians,2083,6136,169,635,592,59,0.076,0.18,0.142,0.268,0.239,0.301,0.381,0.304,91,0.1,-62.5,16.8,12.9,79,83,25,419,162,1469.0,702,6.24,2.93,1.08,0.27,0.724,,,3.79,3.68,,12.8,,,,,,,,,,,,,,,,,,,,,,,AL,Indians,162,79,83,,,N,N,False
1979,Indians,1721,6207,138,760,707,143,0.106,0.127,0.126,0.277,0.258,0.34,0.384,0.327,98,-5.8,-21.2,-58.2,12.9,81,80,32,402,161,1431.2,805,4.91,3.58,0.87,0.289,0.678,,,4.58,4.14,,14.7,,,,,,,,,,,,,,,,,,,,,,,AL,Indians,161,81,80,N,,N,N,False
1980,Braves,2204,5961,144,630,597,73,0.073,0.151,0.13,0.275,0.25,0.307,0.38,0.308,85,-6.7,-109.2,47.9,12.9,81,80,37,450,161,1428.0,660,4.39,2.86,0.83,0.268,0.719,,,3.77,3.98,,13.3,,,,,,,,,,,,,,,,,,,,,,,NL,Braves,161,81,80,N,,N,N,False
1959,Cardinals,2143,5905,118,641,605,65,0.082,0.127,0.131,0.294,0.269,0.331,0.4,0.325,90,-6.2,-83.9,3.9,12.9,71,83,21,385,154,1363.0,725,5.59,3.72,0.9,0.294,0.707,,,4.34,3.9,,16.9,,,,,,,,,,,,,,,,,,,,,,,NL,SLN,154,71,83,,,N,N,False
1941,Reds,1673,5816,64,616,567,68,0.081,0.074,0.09,0.259,0.247,0.312,0.337,0.308,84,11.1,-100.0,53.4,12.8,88,66,10,266,154,1386.2,564,4.07,3.31,0.4,0.266,0.725,,,3.17,3.47,,17.5,,,,,,,,,,,,,,,,,,,,,,,NL,Reds,154,88,66,,,N,N,False
1938,Braves,1683,5772,54,559,519,49,0.073,0.095,0.084,0.27,0.25,0.309,0.333,0.302,83,7.8,-112.4,69.3,12.8,77,75,12,262,153,1380.0,618,2.69,3.03,0.43,0.265,0.704,,,3.4,4.02,,8.0,,,,,,,,,,,,,,,,,,,,,,,NL,BSN,153,77,75,,,N,N,False
